Country,Region,Year,pm2.5
Belgium,Europe (HIC),2015,14
Belgium,Europe (HIC),2016,14
Belgium,Europe (HIC),2013,10
Belgium,Europe (HIC),2014,7
Belgium,Europe (HIC),2015,8
Belgium,Europe (HIC),2016,8
Belgium,Europe (HIC),2013,15
Belgium,Europe (HIC),2014,14
Belgium,Europe (HIC),2015,15
Belgium,Europe (HIC),2016,15
Belgium,Europe (HIC),2014,17
Belgium,Europe (HIC),2015,15
Belgium,Europe (HIC),2016,15
Belgium,Europe (HIC),2013,17
Belgium,Europe (HIC),2014,15
Belgium,Europe (HIC),2015,15
Belgium,Europe (HIC),2016,15
Belgium,Europe (HIC),2013,18
Belgium,Europe (HIC),2014,16
Belgium,Europe (HIC),2015,13
Belgium,Europe (HIC),2016,14
Bangladesh,South-East Asia (LMIC),2013,80
Bangladesh,South-East Asia (LMIC),2014,83
Bangladesh,South-East Asia (LMIC),2015,80
Bangladesh,South-East Asia (LMIC),2013,66
Bangladesh,South-East Asia (LMIC),2014,73
Bangladesh,South-East Asia (LMIC),2015,66
Bangladesh,South-East Asia (LMIC),2013,86
Bangladesh,South-East Asia (LMIC),2014,85
Bangladesh,South-East Asia (LMIC),2015,82
Bangladesh,South-East Asia (LMIC),2016,57
Bangladesh,South-East Asia (LMIC),2013,84
Bangladesh,South-East Asia (LMIC),2014,89
Bangladesh,South-East Asia (LMIC),2015,81
Bangladesh,South-East Asia (LMIC),2013,76
Bangladesh,South-East Asia (LMIC),2015,84
Bangladesh,South-East Asia (LMIC),2013,89
Bangladesh,South-East Asia (LMIC),2014,107
Bangladesh,South-East Asia (LMIC),2015,94
Bangladesh,South-East Asia (LMIC),2013,69
Bangladesh,South-East Asia (LMIC),2014,42
Bangladesh,South-East Asia (LMIC),2015,47
Bangladesh,South-East Asia (LMIC),2013,59
Bangladesh,South-East Asia (LMIC),2014,62
Bangladesh,South-East Asia (LMIC),2015,61
Bulgaria,Europe (LMIC),2013,24
Bulgaria,Europe (LMIC),2014,23
Bulgaria,Europe (LMIC),2015,27
Bulgaria,Europe (LMIC),2016,26
Bulgaria,Europe (LMIC),2013,22
Bulgaria,Europe (LMIC),2014,22
Bulgaria,Europe (LMIC),2015,21
Bulgaria,Europe (LMIC),2016,20
Bulgaria,Europe (LMIC),2013,19
Bulgaria,Europe (LMIC),2013,17
Bulgaria,Europe (LMIC),2014,19
Bulgaria,Europe (LMIC),2015,17
Bulgaria,Europe (LMIC),2016,17
Bulgaria,Europe (LMIC),2013,42
Bulgaria,Europe (LMIC),2013,37
Bulgaria,Europe (LMIC),2014,35
Bulgaria,Europe (LMIC),2015,28
Bulgaria,Europe (LMIC),2013,15
Bulgaria,Europe (LMIC),2014,14
Bulgaria,Europe (LMIC),2015,16
Bulgaria,Europe (LMIC),2016,16
Bulgaria,Europe (LMIC),2013,38
Bulgaria,Europe (LMIC),2013,22
Bulgaria,Europe (LMIC),2014,22
Bulgaria,Europe (LMIC),2015,21
Bulgaria,Europe (LMIC),2016,23
Bulgaria,Europe (LMIC),2013,31
Bulgaria,Europe (LMIC),2013,27
Bulgaria,Europe (LMIC),2014,29
Bulgaria,Europe (LMIC),2015,26
Bulgaria,Europe (LMIC),2016,26
Bulgaria,Europe (LMIC),2013,29
Bulgaria,Europe (LMIC),2014,25
Bulgaria,Europe (LMIC),2015,24
Bulgaria,Europe (LMIC),2016,26
Bulgaria,Europe (LMIC),2013,28
Bulgaria,Europe (LMIC),2013,25
Bulgaria,Europe (LMIC),2014,24
Bulgaria,Europe (LMIC),2015,23
Bulgaria,Europe (LMIC),2016,23
Bulgaria,Europe (LMIC),2013,24
Bulgaria,Europe (LMIC),2014,33
Bulgaria,Europe (LMIC),2015,26
Bulgaria,Europe (LMIC),2016,19
Bulgaria,Europe (LMIC),2013,33
Bulgaria,Europe (LMIC),2014,40
Bulgaria,Europe (LMIC),2015,32
Bulgaria,Europe (LMIC),2016,30
Bulgaria,Europe (LMIC),2015,19
Bulgaria,Europe (LMIC),2016,20
Bulgaria,Europe (LMIC),2013,28
Bulgaria,Europe (LMIC),2014,28
Bulgaria,Europe (LMIC),2015,23
Bulgaria,Europe (LMIC),2013,33
Bulgaria,Europe (LMIC),2013,31
Bulgaria,Europe (LMIC),2014,29
Bulgaria,Europe (LMIC),2015,26
Bulgaria,Europe (LMIC),2016,24
Bulgaria,Europe (LMIC),2013,26
Bulgaria,Europe (LMIC),2013,26
Bulgaria,Europe (LMIC),2014,32
Bulgaria,Europe (LMIC),2015,34
Bulgaria,Europe (LMIC),2016,30
Bulgaria,Europe (LMIC),2013,34
Bulgaria,Europe (LMIC),2014,30
Bulgaria,Europe (LMIC),2015,29
Bulgaria,Europe (LMIC),2016,27
Bulgaria,Europe (LMIC),2013,5
Bulgaria,Europe (LMIC),2014,6
Bulgaria,Europe (LMIC),2015,7
Bulgaria,Europe (LMIC),2016,6
Bulgaria,Europe (LMIC),2013,29
Bulgaria,Europe (LMIC),2014,26
Bulgaria,Europe (LMIC),2015,27
Bulgaria,Europe (LMIC),2016,25
Bulgaria,Europe (LMIC),2013,24
Bulgaria,Europe (LMIC),2015,23
Bulgaria,Europe (LMIC),2016,23
Bulgaria,Europe (LMIC),2013,24
Bulgaria,Europe (LMIC),2014,25
Bulgaria,Europe (LMIC),2015,21
Bulgaria,Europe (LMIC),2016,16
Bulgaria,Europe (LMIC),2013,31
Bulgaria,Europe (LMIC),2013,27
Bulgaria,Europe (LMIC),2014,28
Bulgaria,Europe (LMIC),2013,22
Bulgaria,Europe (LMIC),2014,29
Bulgaria,Europe (LMIC),2015,25
Bulgaria,Europe (LMIC),2016,21
Bulgaria,Europe (LMIC),2013,22
Bulgaria,Europe (LMIC),2014,20
Bulgaria,Europe (LMIC),2015,17
Bulgaria,Europe (LMIC),2016,16
Bulgaria,Europe (LMIC),2013,13
Bulgaria,Europe (LMIC),2014,16
Bulgaria,Europe (LMIC),2015,17
Bulgaria,Europe (LMIC),2016,18
Bulgaria,Europe (LMIC),2013,8
Bulgaria,Europe (LMIC),2014,17
Bulgaria,Europe (LMIC),2015,17
Bulgaria,Europe (LMIC),2016,19
Bulgaria,Europe (LMIC),2013,26
Bulgaria,Europe (LMIC),2014,26
Bulgaria,Europe (LMIC),2015,22
Bulgaria,Europe (LMIC),2016,20
Bulgaria,Europe (LMIC),2014,38
Bulgaria,Europe (LMIC),2015,43
Bulgaria,Europe (LMIC),2016,38
Bulgaria,Europe (LMIC),2013,24
Bulgaria,Europe (LMIC),2014,25
Bulgaria,Europe (LMIC),2015,24
Bulgaria,Europe (LMIC),2016,23
Bulgaria,Europe (LMIC),2013,28
Bulgaria,Europe (LMIC),2013,21
Bulgaria,Europe (LMIC),2014,20
Bulgaria,Europe (LMIC),2015,23
Bulgaria,Europe (LMIC),2016,26
Bahrain,Eastern Mediterranean (HIC),2012,66
Bahrain,Eastern Mediterranean (HIC),2012,41
Bahrain,Eastern Mediterranean (HIC),2012,64
Bahrain,Eastern Mediterranean (HIC),2016,63
Bahrain,Eastern Mediterranean (HIC),2012,58
Bahrain,Eastern Mediterranean (HIC),2012,44
Bosnia and Herzegovina,Europe (LMIC),2016,29
Bosnia and Herzegovina,Europe (LMIC),2016,47
Bosnia and Herzegovina,Europe (LMIC),2016,20
Bosnia and Herzegovina,Europe (LMIC),2016,64
Bosnia and Herzegovina,Europe (LMIC),2010,30
Bosnia and Herzegovina,Europe (LMIC),2010,65
Bosnia and Herzegovina,Europe (LMIC),2016,46
Belarus,Europe (LMIC),2010,18
Belarus,Europe (LMIC),2011,12
Belarus,Europe (LMIC),2012,18
Belarus,Europe (LMIC),2013,22
Belarus,Europe (LMIC),2014,23
Belarus,Europe (LMIC),2015,23
Belarus,Europe (LMIC),2010,35
Belarus,Europe (LMIC),2011,30
Belarus,Europe (LMIC),2012,15
Belarus,Europe (LMIC),2013,19
Belarus,Europe (LMIC),2014,22
Belarus,Europe (LMIC),2015,25
Belarus,Europe (LMIC),2010,25
Belarus,Europe (LMIC),2011,27
Belarus,Europe (LMIC),2012,25
Belarus,Europe (LMIC),2013,17
Belarus,Europe (LMIC),2014,21
Belarus,Europe (LMIC),2015,17
Belarus,Europe (LMIC),2014,14
Belarus,Europe (LMIC),2015,17
Belarus,Europe (LMIC),2010,25
Belarus,Europe (LMIC),2011,31
Belarus,Europe (LMIC),2012,29
Belarus,Europe (LMIC),2013,18
Belarus,Europe (LMIC),2010,10
Belarus,Europe (LMIC),2011,10
Belarus,Europe (LMIC),2010,31
Belarus,Europe (LMIC),2011,35
Belarus,Europe (LMIC),2012,28
Belarus,Europe (LMIC),2013,13
Belarus,Europe (LMIC),2014,29
Belarus,Europe (LMIC),2015,45
Belarus,Europe (LMIC),2010,39
Belarus,Europe (LMIC),2011,36
Belarus,Europe (LMIC),2012,23
Belarus,Europe (LMIC),2013,15
Belarus,Europe (LMIC),2014,33
Belarus,Europe (LMIC),2015,30
Belarus,Europe (LMIC),2010,77
Belarus,Europe (LMIC),2011,77
Belarus,Europe (LMIC),2012,75
Belarus,Europe (LMIC),2013,75
Belarus,Europe (LMIC),2014,35
Belarus,Europe (LMIC),2015,28
"Bolivia, Plurinational States of",Americas (LMIC),2014,32
"Bolivia, Plurinational States of",Americas (LMIC),2013,44
Brazil,Americas (LMIC),2011,17
Brazil,Americas (LMIC),2012,16
Brazil,Americas (LMIC),2013,15
Brazil,Americas (LMIC),2014,17
Brazil,Americas (LMIC),2016,17
Brazil,Americas (LMIC),2012,18
Brazil,Americas (LMIC),2013,13
Brazil,Americas (LMIC),2014,16
Brazil,Americas (LMIC),2015,12
Brazil,Americas (LMIC),2016,13
Brazil,Americas (LMIC),2010,17
Brazil,Americas (LMIC),2011,16
Brazil,Americas (LMIC),2012,14
Brazil,Americas (LMIC),2013,13
Brazil,Americas (LMIC),2014,16
Brazil,Americas (LMIC),2015,13
Brazil,Americas (LMIC),2016,13
Brazil,Americas (LMIC),2010,12
Brazil,Americas (LMIC),2011,14
Brazil,Americas (LMIC),2012,15
Brazil,Americas (LMIC),2013,12
Brazil,Americas (LMIC),2014,10
Brazil,Americas (LMIC),2015,8
Brazil,Americas (LMIC),2010,19
Brazil,Americas (LMIC),2011,17
Brazil,Americas (LMIC),2014,14
Brazil,Americas (LMIC),2015,15
Brazil,Americas (LMIC),2010,16
Brazil,Americas (LMIC),2011,16
Brazil,Americas (LMIC),2012,14
Brazil,Americas (LMIC),2013,13
Brazil,Americas (LMIC),2014,13
Brazil,Americas (LMIC),2015,12
Brazil,Americas (LMIC),2016,14
Brazil,Americas (LMIC),2012,14
Brazil,Americas (LMIC),2011,17
Brazil,Americas (LMIC),2012,18
Brazil,Americas (LMIC),2013,20
Brazil,Americas (LMIC),2013,54
Brazil,Americas (LMIC),2010,8
Brazil,Americas (LMIC),2011,7
Brazil,Americas (LMIC),2012,8
Brazil,Americas (LMIC),2013,7
Brazil,Americas (LMIC),2014,9
Brazil,Americas (LMIC),2015,8
Brazil,Americas (LMIC),2010,15
Brazil,Americas (LMIC),2011,15
Brazil,Americas (LMIC),2012,14
Brazil,Americas (LMIC),2013,14
Brazil,Americas (LMIC),2014,16
Brazil,Americas (LMIC),2015,15
Brazil,Americas (LMIC),2016,13
Brazil,Americas (LMIC),2014,12
Brazil,Americas (LMIC),2010,10
Brazil,Americas (LMIC),2012,8
Brazil,Americas (LMIC),2013,9
Brazil,Americas (LMIC),2014,12
Brazil,Americas (LMIC),2015,9
Brazil,Americas (LMIC),2010,8
Brazil,Americas (LMIC),2011,7
Brazil,Americas (LMIC),2012,8
Brazil,Americas (LMIC),2013,10
Brazil,Americas (LMIC),2014,8
Brazil,Americas (LMIC),2010,18
Brazil,Americas (LMIC),2011,16
Brazil,Americas (LMIC),2012,17
Brazil,Americas (LMIC),2013,15
Brazil,Americas (LMIC),2014,13
Brazil,Americas (LMIC),2015,12
Brazil,Americas (LMIC),2016,12
Brazil,Americas (LMIC),2011,14
Brazil,Americas (LMIC),2012,9
Brazil,Americas (LMIC),2013,9
Brazil,Americas (LMIC),2014,9
Brazil,Americas (LMIC),2015,11
Brazil,Americas (LMIC),2012,16
Brazil,Americas (LMIC),2014,16
Brazil,Americas (LMIC),2015,13
Brazil,Americas (LMIC),2016,14
Brazil,Americas (LMIC),2010,21
Brazil,Americas (LMIC),2011,22
Brazil,Americas (LMIC),2012,22
Brazil,Americas (LMIC),2015,17
Brazil,Americas (LMIC),2010,18
Brazil,Americas (LMIC),2011,16
Brazil,Americas (LMIC),2012,17
Brazil,Americas (LMIC),2013,16
Brazil,Americas (LMIC),2014,19
Brazil,Americas (LMIC),2015,15
Brazil,Americas (LMIC),2016,16
Brazil,Americas (LMIC),2012,16
Brazil,Americas (LMIC),2013,15
Brazil,Americas (LMIC),2014,13
Brazil,Americas (LMIC),2016,14
Brazil,Americas (LMIC),2011,21
Brazil,Americas (LMIC),2013,16
Brazil,Americas (LMIC),2013,15
Brazil,Americas (LMIC),2014,17
Brazil,Americas (LMIC),2015,17
Brazil,Americas (LMIC),2016,18
Brazil,Americas (LMIC),2014,17
Brazil,Americas (LMIC),2010,27
Brazil,Americas (LMIC),2011,30
Brazil,Americas (LMIC),2012,29
Brazil,Americas (LMIC),2013,30
Brazil,Americas (LMIC),2014,32
Brazil,Americas (LMIC),2015,28
Brazil,Americas (LMIC),2016,23
Brazil,Americas (LMIC),2010,10
Brazil,Americas (LMIC),2011,8
Brazil,Americas (LMIC),2012,10
Brazil,Americas (LMIC),2013,8
Brazil,Americas (LMIC),2014,9
Brazil,Americas (LMIC),2015,6
Brazil,Americas (LMIC),2010,17
Brazil,Americas (LMIC),2011,17
Brazil,Americas (LMIC),2012,16
Brazil,Americas (LMIC),2013,15
Brazil,Americas (LMIC),2014,16
Brazil,Americas (LMIC),2015,13
Brazil,Americas (LMIC),2016,12
Brazil,Americas (LMIC),2010,15
Brazil,Americas (LMIC),2011,18
Brazil,Americas (LMIC),2012,11
Brazil,Americas (LMIC),2013,4
Brazil,Americas (LMIC),2014,3
Brazil,Americas (LMIC),2015,8
Brazil,Americas (LMIC),2010,7
Brazil,Americas (LMIC),2011,6
Brazil,Americas (LMIC),2012,13
Brazil,Americas (LMIC),2013,14
Brazil,Americas (LMIC),2015,14
Brazil,Americas (LMIC),2010,19
Brazil,Americas (LMIC),2011,20
Brazil,Americas (LMIC),2012,25
Brazil,Americas (LMIC),2013,21
Brazil,Americas (LMIC),2014,25
Brazil,Americas (LMIC),2015,16
Brazil,Americas (LMIC),2010,11
Brazil,Americas (LMIC),2011,12
Brazil,Americas (LMIC),2015,11
Brazil,Americas (LMIC),2016,10
Brazil,Americas (LMIC),2014,7
Brazil,Americas (LMIC),2010,11
Brazil,Americas (LMIC),2011,10
Brazil,Americas (LMIC),2012,7
Brazil,Americas (LMIC),2013,13
Brazil,Americas (LMIC),2014,14
Brazil,Americas (LMIC),2015,12
Brazil,Americas (LMIC),2016,12
Brazil,Americas (LMIC),2011,14
Brazil,Americas (LMIC),2012,15
Brazil,Americas (LMIC),2013,14
Brazil,Americas (LMIC),2010,21
Brazil,Americas (LMIC),2011,20
Brazil,Americas (LMIC),2012,18
Brazil,Americas (LMIC),2013,14
Brazil,Americas (LMIC),2014,18
Brazil,Americas (LMIC),2015,8
Brazil,Americas (LMIC),2010,16
Brazil,Americas (LMIC),2011,15
Brazil,Americas (LMIC),2012,14
Brazil,Americas (LMIC),2013,12
Brazil,Americas (LMIC),2014,14
Brazil,Americas (LMIC),2015,14
Brazil,Americas (LMIC),2011,19
Brazil,Americas (LMIC),2012,18
Brazil,Americas (LMIC),2013,16
Brazil,Americas (LMIC),2014,17
Brazil,Americas (LMIC),2012,12
Brazil,Americas (LMIC),2013,10
Brazil,Americas (LMIC),2014,12
Brazil,Americas (LMIC),2015,10
Brazil,Americas (LMIC),2016,11
Brazil,Americas (LMIC),2010,14
Brazil,Americas (LMIC),2011,16
Brazil,Americas (LMIC),2012,15
Brazil,Americas (LMIC),2013,13
Brazil,Americas (LMIC),2014,12
Brazil,Americas (LMIC),2015,10
Brazil,Americas (LMIC),2016,12
Brazil,Americas (LMIC),2012,14
Brazil,Americas (LMIC),2014,15
Brazil,Americas (LMIC),2015,12
Brazil,Americas (LMIC),2014,11
Brazil,Americas (LMIC),2010,14
Brazil,Americas (LMIC),2011,14
Brazil,Americas (LMIC),2012,13
Brazil,Americas (LMIC),2013,12
Brazil,Americas (LMIC),2014,14
Brazil,Americas (LMIC),2015,12
Brazil,Americas (LMIC),2016,12
Brazil,Americas (LMIC),2010,22
Brazil,Americas (LMIC),2011,22
Brazil,Americas (LMIC),2012,21
Brazil,Americas (LMIC),2013,17
Brazil,Americas (LMIC),2014,19
Brazil,Americas (LMIC),2015,16
Brazil,Americas (LMIC),2016,14
Brazil,Americas (LMIC),2011,8
Brazil,Americas (LMIC),2012,9
Brazil,Americas (LMIC),2013,6
Brazil,Americas (LMIC),2015,10
Brazil,Americas (LMIC),2015,12
Brazil,Americas (LMIC),2014,6
Brazil,Americas (LMIC),2014,8
Brazil,Americas (LMIC),2010,11
Brazil,Americas (LMIC),2011,11
Brazil,Americas (LMIC),2012,10
Brazil,Americas (LMIC),2013,9
Brazil,Americas (LMIC),2014,10
Brazil,Americas (LMIC),2015,9
Brazil,Americas (LMIC),2016,9
Brazil,Americas (LMIC),2010,20
Brazil,Americas (LMIC),2011,17
Brazil,Americas (LMIC),2012,16
Brazil,Americas (LMIC),2013,16
Brazil,Americas (LMIC),2014,17
Brazil,Americas (LMIC),2015,14
Brazil,Americas (LMIC),2016,14
Brazil,Americas (LMIC),2011,28
Brazil,Americas (LMIC),2012,26
Brazil,Americas (LMIC),2011,42
Brazil,Americas (LMIC),2013,14
Brazil,Americas (LMIC),2014,15
Brazil,Americas (LMIC),2015,9
Brazil,Americas (LMIC),2010,24
Brazil,Americas (LMIC),2012,41
Brazil,Americas (LMIC),2013,30
Brazil,Americas (LMIC),2014,24
Brazil,Americas (LMIC),2015,19
Brazil,Americas (LMIC),2010,23
Brazil,Americas (LMIC),2011,23
Brazil,Americas (LMIC),2012,21
Brazil,Americas (LMIC),2013,20
Brazil,Americas (LMIC),2014,20
Brazil,Americas (LMIC),2015,18
Brazil,Americas (LMIC),2016,18
Brazil,Americas (LMIC),2010,19
Brazil,Americas (LMIC),2011,19
Brazil,Americas (LMIC),2012,16
Brazil,Americas (LMIC),2013,16
Brazil,Americas (LMIC),2014,18
Brazil,Americas (LMIC),2015,15
Brazil,Americas (LMIC),2016,16
Brazil,Americas (LMIC),2010,17
Brazil,Americas (LMIC),2011,17
Brazil,Americas (LMIC),2012,15
Brazil,Americas (LMIC),2013,14
Brazil,Americas (LMIC),2014,15
Brazil,Americas (LMIC),2015,13
Brazil,Americas (LMIC),2016,13
Brazil,Americas (LMIC),2011,16
Brazil,Americas (LMIC),2012,14
Brazil,Americas (LMIC),2010,14
Brazil,Americas (LMIC),2011,15
Brazil,Americas (LMIC),2014,8
Brazil,Americas (LMIC),2010,12
Brazil,Americas (LMIC),2011,11
Brazil,Americas (LMIC),2012,10
Brazil,Americas (LMIC),2013,9
Brazil,Americas (LMIC),2014,10
Brazil,Americas (LMIC),2015,8
Brazil,Americas (LMIC),2016,10
Brazil,Americas (LMIC),2014,12
Brazil,Americas (LMIC),2010,13
Brazil,Americas (LMIC),2011,13
Brazil,Americas (LMIC),2012,13
Brazil,Americas (LMIC),2013,8
Brazil,Americas (LMIC),2014,13
Brazil,Americas (LMIC),2015,9
Brazil,Americas (LMIC),2010,17
Brazil,Americas (LMIC),2011,15
Brazil,Americas (LMIC),2012,14
Brazil,Americas (LMIC),2013,14
Brazil,Americas (LMIC),2012,23
Brazil,Americas (LMIC),2013,24
Brazil,Americas (LMIC),2014,26
Brazil,Americas (LMIC),2015,22
Brazil,Americas (LMIC),2016,21
Brazil,Americas (LMIC),2010,21
Brazil,Americas (LMIC),2011,23
Brazil,Americas (LMIC),2012,22
Brazil,Americas (LMIC),2013,15
Brazil,Americas (LMIC),2014,15
Brazil,Americas (LMIC),2015,11
Brazil,Americas (LMIC),2011,12
Brazil,Americas (LMIC),2012,12
Brazil,Americas (LMIC),2013,23
Brazil,Americas (LMIC),2014,11
Brazil,Americas (LMIC),2015,10
Brazil,Americas (LMIC),2010,36
Brazil,Americas (LMIC),2011,42
Brazil,Americas (LMIC),2012,37
Brazil,Americas (LMIC),2013,40
Brazil,Americas (LMIC),2014,44
Brazil,Americas (LMIC),2015,37
Brazil,Americas (LMIC),2016,37
Brazil,Americas (LMIC),2010,18
Brazil,Americas (LMIC),2011,17
Brazil,Americas (LMIC),2012,16
Brazil,Americas (LMIC),2013,15
Brazil,Americas (LMIC),2014,17
Brazil,Americas (LMIC),2015,13
Brazil,Americas (LMIC),2016,12
Brazil,Americas (LMIC),2012,16
Brazil,Americas (LMIC),2013,19
Brazil,Americas (LMIC),2014,18
Brazil,Americas (LMIC),2015,16
Brazil,Americas (LMIC),2016,15
Brazil,Americas (LMIC),2010,19
Brazil,Americas (LMIC),2012,16
Brazil,Americas (LMIC),2013,17
Brazil,Americas (LMIC),2014,17
Brazil,Americas (LMIC),2015,17
Brazil,Americas (LMIC),2016,17
Brazil,Americas (LMIC),2010,19
Brazil,Americas (LMIC),2011,23
Brazil,Americas (LMIC),2012,20
Brazil,Americas (LMIC),2013,18
Brazil,Americas (LMIC),2014,15
Brazil,Americas (LMIC),2015,20
Brazil,Americas (LMIC),2016,17
Brazil,Americas (LMIC),2011,34
Brazil,Americas (LMIC),2012,39
Brazil,Americas (LMIC),2013,26
Brazil,Americas (LMIC),2014,27
Brazil,Americas (LMIC),2015,22
Brazil,Americas (LMIC),2013,18
Brazil,Americas (LMIC),2014,15
Brazil,Americas (LMIC),2015,12
Brazil,Americas (LMIC),2010,14
Brazil,Americas (LMIC),2011,12
Brazil,Americas (LMIC),2012,14
Brazil,Americas (LMIC),2013,14
Brazil,Americas (LMIC),2014,16
Brazil,Americas (LMIC),2015,14
Brazil,Americas (LMIC),2016,15
Brazil,Americas (LMIC),2014,14
Brazil,Americas (LMIC),2010,17
Brazil,Americas (LMIC),2011,20
Brazil,Americas (LMIC),2012,18
Brazil,Americas (LMIC),2013,16
Brazil,Americas (LMIC),2014,19
Brazil,Americas (LMIC),2015,18
Brazil,Americas (LMIC),2016,17
Brazil,Americas (LMIC),2010,16
Brazil,Americas (LMIC),2011,16
Brazil,Americas (LMIC),2012,14
Brazil,Americas (LMIC),2013,10
Brazil,Americas (LMIC),2014,15
Brazil,Americas (LMIC),2010,13
Brazil,Americas (LMIC),2011,13
Brazil,Americas (LMIC),2012,12
Brazil,Americas (LMIC),2013,11
Brazil,Americas (LMIC),2014,12
Brazil,Americas (LMIC),2015,17
Brazil,Americas (LMIC),2010,15
Brazil,Americas (LMIC),2011,16
Brazil,Americas (LMIC),2012,15
Brazil,Americas (LMIC),2013,17
Brazil,Americas (LMIC),2014,18
Brazil,Americas (LMIC),2015,13
Brazil,Americas (LMIC),2016,12
Brazil,Americas (LMIC),2010,18
Brazil,Americas (LMIC),2011,17
Brazil,Americas (LMIC),2012,16
Brazil,Americas (LMIC),2013,15
Brazil,Americas (LMIC),2014,16
Brazil,Americas (LMIC),2015,17
Brazil,Americas (LMIC),2016,13
Brazil,Americas (LMIC),2011,12
Brazil,Americas (LMIC),2012,12
Brazil,Americas (LMIC),2013,10
Brazil,Americas (LMIC),2014,11
Brazil,Americas (LMIC),2015,9
Brazil,Americas (LMIC),2016,9
Brazil,Americas (LMIC),2010,12
Brazil,Americas (LMIC),2011,14
Brazil,Americas (LMIC),2012,12
Brazil,Americas (LMIC),2013,12
Brazil,Americas (LMIC),2014,12
Brazil,Americas (LMIC),2015,12
Brazil,Americas (LMIC),2010,13
Brazil,Americas (LMIC),2011,12
Brazil,Americas (LMIC),2012,12
Brazil,Americas (LMIC),2013,12
Brazil,Americas (LMIC),2014,11
Brazil,Americas (LMIC),2015,13
Brazil,Americas (LMIC),2010,15
Brazil,Americas (LMIC),2011,10
Brazil,Americas (LMIC),2012,14
Brazil,Americas (LMIC),2013,9
Brazil,Americas (LMIC),2014,14
Brazil,Americas (LMIC),2015,13
Bhutan,South-East Asia (LMIC),2013,64
Bhutan,South-East Asia (LMIC),2014,50
Bhutan,South-East Asia (LMIC),2011,19
Bhutan,South-East Asia (LMIC),2012,23
Bhutan,South-East Asia (LMIC),2013,31
Bhutan,South-East Asia (LMIC),2011,57
Bhutan,South-East Asia (LMIC),2012,104
Bhutan,South-East Asia (LMIC),2013,87
Bhutan,South-East Asia (LMIC),2014,117
Bhutan,South-East Asia (LMIC),2015,150
Bhutan,South-East Asia (LMIC),2011,41
Bhutan,South-East Asia (LMIC),2012,53
Bhutan,South-East Asia (LMIC),2014,48
Bhutan,South-East Asia (LMIC),2010,26
Bhutan,South-East Asia (LMIC),2011,21
Bhutan,South-East Asia (LMIC),2012,25
Bhutan,South-East Asia (LMIC),2013,21
Bhutan,South-East Asia (LMIC),2014,24
Bhutan,South-East Asia (LMIC),2015,23
Canada,Americas (HIC),2015,7
Canada,Americas (HIC),2015,6
Canada,Americas (HIC),2015,6
Canada,Americas (HIC),2015,4
Canada,Americas (HIC),2015,6
Canada,Americas (HIC),2015,8
Canada,Americas (HIC),2015,6
Canada,Americas (HIC),2015,5
Canada,Americas (HIC),2015,6
Canada,Americas (HIC),2015,8
Canada,Americas (HIC),2015,7
Canada,Americas (HIC),2015,9
Canada,Americas (HIC),2015,7
Canada,Americas (HIC),2015,9
Canada,Americas (HIC),2015,7
Canada,Americas (HIC),2015,7
Canada,Americas (HIC),2015,8
Canada,Americas (HIC),2015,9
Canada,Americas (HIC),2015,5
Canada,Americas (HIC),2015,9
Canada,Americas (HIC),2015,7
Canada,Americas (HIC),2015,4
Canada,Americas (HIC),2015,8
Canada,Americas (HIC),2015,7
Canada,Americas (HIC),2015,9
